method,mode,prompt_type,id_,01,02,03,04,05,06,07,08,09,10,11,12
04_fastcomposer,hard,action+layout,21,4.0,3.0,2.0,2.0,3.0,5.0,2.0,2.0,6.0,6.0,2.0,5.0
04_fastcomposer,hard,action+layout,26,4.0,2.0,1.0,3.0,5.0,5.0,1.0,4.0,6.0,5.0,1.0,4.0
04_fastcomposer,hard,action+layout,30,3.0,2.0,2.0,2.0,3.0,5.0,1.0,2.0,6.0,5.0,2.0,4.0
04_fastcomposer,hard,action+layout,42,6.0,2.0,5.0,3.0,7.0,6.0,3.0,2.0,10.0,6.0,5.0,6.0
04_fastcomposer,hard,action+layout,45,3.0,2.0,2.0,2.0,4.0,5.0,1.0,2.0,4.0,5.0,2.0,3.0
04_fastcomposer,hard,action+layout,51,4.0,2.0,2.0,2.0,3.0,4.0,1.0,2.0,5.0,4.0,1.0,3.0
04_fastcomposer,hard,action+layout,59,3.0,2.0,1.0,1.0,3.0,4.0,1.0,2.0,4.0,4.0,1.0,3.0
04_fastcomposer,hard,action+layout,70,2.0,2.0,1.0,1.0,2.0,4.0,1.0,4.0,2.0,5.0,1.0,5.0
04_fastcomposer,hard,all,17,2.0,3.0,1.0,1.0,5.0,5.0,3.0,4.0,2.0,4.0,1.0,3.0
04_fastcomposer,hard,all,25,3.0,2.0,1.0,3.0,5.0,5.0,1.0,2.0,5.0,6.0,2.0,6.0
04_fastcomposer,hard,all,32,4.0,3.0,2.0,1.0,3.0,4.0,1.0,4.0,6.0,5.0,1.0,3.0
04_fastcomposer,hard,all,71,3.0,2.0,1.0,2.0,5.0,5.0,1.0,2.0,6.0,4.0,2.0,3.0
04_fastcomposer,hard,all,72,2.0,2.0,1.0,1.0,4.0,5.0,1.0,5.0,3.0,4.0,2.0,3.0
04_fastcomposer,hard,all,81,5.0,2.0,2.0,3.0,5.0,6.0,1.0,5.0,9.0,6.0,2.0,6.0
04_fastcomposer,hard,all,82,3.0,3.0,1.0,2.0,3.0,5.0,1.0,4.0,10.0,6.0,4.0,2.0
04_fastcomposer,hard,all,88,3.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,3.0,4.0,1.0,2.0
04_fastcomposer,hard,simple,1,3.0,3.0,1.0,1.0,4.0,4.0,1.0,2.0,5.0,6.0,1.0,3.0
04_fastcomposer,hard,simple,20,4.0,3.0,4.0,2.0,6.0,7.0,7.0,2.0,7.0,5.0,1.0,5.0
04_fastcomposer,hard,simple,40,4.0,4.0,4.0,2.0,6.0,5.0,1.0,3.0,6.0,7.0,2.0,4.0
04_fastcomposer,hard,simple,47,2.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,2.0
04_fastcomposer,hard,simple,58,3.0,2.0,2.0,1.0,3.0,4.0,1.0,3.0,4.0,4.0,1.0,3.0
04_fastcomposer,hard,simple,77,1.0,2.0,1.0,2.0,3.0,4.0,1.0,1.0,2.0,4.0,1.0,2.0
04_fastcomposer,hard,simple,79,1.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,4.0,3.0,1.0,2.0
04_fastcomposer,hard,simple,89,3.0,2.0,1.0,1.0,4.0,4.0,1.0,2.0,5.0,4.0,1.0,2.0
04_fastcomposer,medium,action+background,10,3.0,2.0,1.0,2.0,4.0,4.0,1.0,2.0,6.0,5.0,1.0,3.0
04_fastcomposer,medium,action+background,15,4.0,2.0,2.0,1.0,5.0,5.0,1.0,5.0,9.0,5.0,3.0,7.0
04_fastcomposer,medium,action+background,30,3.0,2.0,1.0,2.0,5.0,4.0,1.0,2.0,6.0,3.0,2.0,3.0
04_fastcomposer,medium,action+background,31,3.0,2.0,1.0,1.0,3.0,4.0,2.0,2.0,7.0,5.0,2.0,4.0
04_fastcomposer,medium,action+background,33,3.0,3.0,1.0,1.0,4.0,4.0,1.0,3.0,5.0,6.0,4.0,6.0
04_fastcomposer,medium,action+background,44,3.0,2.0,2.0,3.0,3.0,5.0,1.0,3.0,6.0,6.0,2.0,6.0
04_fastcomposer,medium,action+background,46,3.0,4.0,1.0,1.0,3.0,5.0,1.0,3.0,7.0,4.0,2.0,5.0
04_fastcomposer,medium,action+background,48,2.0,4.0,3.0,2.0,4.0,6.0,3.0,7.0,5.0,6.0,2.0,6.0
04_fastcomposer,medium,action+expression,22,3.0,3.0,1.0,1.0,4.0,4.0,1.0,2.0,6.0,5.0,2.0,4.0
04_fastcomposer,medium,action+expression,29,1.0,3.0,1.0,3.0,4.0,5.0,1.0,2.0,5.0,4.0,2.0,4.0
04_fastcomposer,medium,action+expression,32,2.0,2.0,2.0,2.0,4.0,5.0,1.0,2.0,4.0,5.0,1.0,5.0
04_fastcomposer,medium,action+expression,38,1.0,2.0,2.0,2.0,4.0,4.0,1.0,2.0,4.0,5.0,1.0,4.0
04_fastcomposer,medium,action+expression,4,3.0,3.0,1.0,1.0,4.0,5.0,1.0,1.0,6.0,4.0,2.0,4.0
04_fastcomposer,medium,action+expression,45,3.0,4.0,1.0,2.0,3.0,4.0,1.0,4.0,5.0,5.0,1.0,4.0
04_fastcomposer,medium,action+expression,8,3.0,2.0,1.0,2.0,5.0,5.0,1.0,2.0,8.0,6.0,2.0,5.0
04_fastcomposer,medium,action+expression,9,2.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0
04_fastcomposer,medium,action+layout,0,5.0,5.0,2.0,3.0,6.0,5.0,2.0,8.0,6.0,6.0,2.0,5.0
04_fastcomposer,medium,action+layout,14,2.0,3.0,1.0,1.0,3.0,5.0,1.0,2.0,6.0,4.0,4.0,2.0
04_fastcomposer,medium,action+layout,18,3.0,2.0,1.0,1.0,5.0,5.0,1.0,2.0,6.0,4.0,2.0,4.0
04_fastcomposer,medium,action+layout,19,1.0,2.0,2.0,2.0,4.0,4.0,1.0,2.0,4.0,5.0,1.0,3.0
04_fastcomposer,medium,action+layout,40,3.0,2.0,1.0,1.0,3.0,4.0,1.0,2.0,6.0,3.0,1.0,3.0
04_fastcomposer,medium,action+layout,47,4.0,3.0,2.0,2.0,4.0,4.0,1.0,4.0,6.0,6.0,1.0,4.0
04_fastcomposer,medium,action+layout,49,2.0,6.0,1.0,3.0,6.0,5.0,2.0,7.0,9.0,8.0,2.0,6.0
04_fastcomposer,medium,action+layout,7,4.0,4.0,2.0,3.0,5.0,5.0,2.0,3.0,8.0,6.0,5.0,6.0
04_fastcomposer,medium,all,1,2.0,4.0,3.0,2.0,4.0,6.0,1.0,7.0,7.0,7.0,5.0,4.0
04_fastcomposer,medium,all,11,3.0,3.0,3.0,2.0,3.0,4.0,1.0,2.0,7.0,6.0,3.0,5.0
04_fastcomposer,medium,all,13,3.0,3.0,2.0,1.0,3.0,5.0,1.0,6.0,7.0,5.0,1.0,5.0
04_fastcomposer,medium,all,16,4.0,3.0,1.0,2.0,5.0,4.0,1.0,3.0,7.0,4.0,3.0,4.0
04_fastcomposer,medium,all,20,3.0,4.0,2.0,6.0,5.0,6.0,1.0,5.0,6.0,6.0,5.0,7.0
04_fastcomposer,medium,all,27,5.0,2.0,2.0,4.0,5.0,5.0,2.0,2.0,7.0,5.0,1.0,7.0
04_fastcomposer,medium,all,36,3.0,2.0,1.0,1.0,4.0,4.0,1.0,2.0,4.0,3.0,1.0,3.0
04_fastcomposer,medium,all,51,3.0,2.0,1.0,2.0,3.0,4.0,1.0,1.0,4.0,5.0,1.0,5.0
04_fastcomposer,medium,simple,12,4.0,3.0,2.0,2.0,5.0,6.0,3.0,5.0,8.0,6.0,5.0,5.0
04_fastcomposer,medium,simple,23,2.0,4.0,2.0,3.0,5.0,5.0,1.0,2.0,7.0,5.0,2.0,4.0
04_fastcomposer,medium,simple,25,2.0,4.0,1.0,4.0,5.0,7.0,3.0,2.0,6.0,6.0,1.0,4.0
04_fastcomposer,medium,simple,28,3.0,3.0,2.0,3.0,4.0,5.0,1.0,3.0,6.0,5.0,2.0,6.0
04_fastcomposer,medium,simple,37,2.0,2.0,1.0,2.0,4.0,4.0,1.0,2.0,5.0,5.0,2.0,2.0
04_fastcomposer,medium,simple,39,4.0,4.0,2.0,1.0,3.0,5.0,2.0,2.0,8.0,5.0,4.0,7.0
04_fastcomposer,medium,simple,42,3.0,3.0,2.0,2.0,4.0,6.0,1.0,7.0,8.0,5.0,5.0,5.0
04_fastcomposer,medium,simple,43,3.0,4.0,2.0,4.0,3.0,6.0,2.0,2.0,6.0,6.0,3.0,4.0
05_Mix-of-Show,easy,action+background,1,3.0,2.0,3.0,5.0,6.0,6.0,8.0,3.0,4.0,7.0,1.0,8.0
05_Mix-of-Show,easy,action+background,11,4.0,2.0,1.0,2.0,5.0,5.0,4.0,2.0,6.0,6.0,1.0,5.0
05_Mix-of-Show,easy,action+background,19,5.0,3.0,2.0,4.0,3.0,7.0,4.0,1.0,4.0,4.0,2.0,7.0
05_Mix-of-Show,easy,action+background,43,5.0,1.0,1.0,1.0,6.0,5.0,6.0,8.0,8.0,6.0,1.0,4.0
05_Mix-of-Show,easy,action+background,5,4.0,2.0,1.0,3.0,4.0,6.0,6.0,4.0,7.0,4.0,1.0,7.0
05_Mix-of-Show,easy,action+background,50,4.0,2.0,2.0,6.0,4.0,5.0,6.0,2.0,5.0,4.0,2.0,7.0
05_Mix-of-Show,easy,action+background,7,4.0,3.0,2.0,4.0,3.0,5.0,6.0,6.0,10.0,7.0,7.0,8.0
05_Mix-of-Show,easy,action+background,8,4.0,3.0,2.0,5.0,4.0,6.0,8.0,1.0,7.0,6.0,4.0,8.0
05_Mix-of-Show,easy,action+expression,0,5.0,5.0,7.0,9.0,6.0,9.0,10.0,9.0,10.0,9.0,6.0,10.0
05_Mix-of-Show,easy,action+expression,16,4.0,4.0,2.0,7.0,6.0,7.0,6.0,9.0,10.0,7.0,7.0,9.0
05_Mix-of-Show,easy,action+expression,18,4.0,1.0,1.0,1.0,4.0,5.0,4.0,1.0,2.0,3.0,2.0,8.0
05_Mix-of-Show,easy,action+expression,23,5.0,2.0,4.0,4.0,5.0,6.0,4.0,3.0,6.0,6.0,2.0,9.0
05_Mix-of-Show,easy,action+expression,29,2.0,1.0,1.0,2.0,1.0,5.0,4.0,3.0,1.0,3.0,1.0,3.0
05_Mix-of-Show,easy,action+expression,4,6.0,3.0,3.0,2.0,4.0,7.0,4.0,3.0,7.0,4.0,4.0,6.0
05_Mix-of-Show,easy,action+expression,44,3.0,1.0,2.0,3.0,6.0,6.0,4.0,2.0,4.0,6.0,3.0,5.0
05_Mix-of-Show,easy,action+expression,45,5.0,2.0,2.0,3.0,6.0,8.0,6.0,2.0,6.0,6.0,1.0,8.0
05_Mix-of-Show,easy,action+layout,21,4.0,2.0,1.0,2.0,4.0,5.0,4.0,2.0,5.0,5.0,2.0,7.0
05_Mix-of-Show,easy,action+layout,22,5.0,3.0,5.0,6.0,9.0,8.0,6.0,8.0,9.0,9.0,8.0,9.0
05_Mix-of-Show,easy,action+layout,27,3.0,1.0,1.0,1.0,4.0,5.0,4.0,1.0,6.0,3.0,2.0,5.0
05_Mix-of-Show,easy,action+layout,3,5.0,3.0,2.0,4.0,4.0,5.0,8.0,3.0,8.0,6.0,2.0,7.0
05_Mix-of-Show,easy,action+layout,32,3.0,1.0,1.0,2.0,4.0,5.0,4.0,1.0,2.0,5.0,1.0,7.0
05_Mix-of-Show,easy,action+layout,34,4.0,2.0,1.0,3.0,5.0,6.0,4.0,1.0,5.0,4.0,2.0,6.0
05_Mix-of-Show,easy,action+layout,37,9.0,5.0,6.0,3.0,6.0,7.0,6.0,7.0,9.0,4.0,6.0,8.0
05_Mix-of-Show,easy,action+layout,41,2.0,3.0,2.0,2.0,6.0,7.0,5.0,2.0,8.0,6.0,2.0,5.0
05_Mix-of-Show,easy,all,14,2.0,3.0,5.0,2.0,6.0,8.0,8.0,9.0,8.0,7.0,2.0,9.0
05_Mix-of-Show,easy,all,17,3.0,2.0,2.0,3.0,5.0,6.0,3.0,1.0,6.0,5.0,1.0,5.0
05_Mix-of-Show,easy,all,2,4.0,2.0,1.0,3.0,5.0,7.0,6.0,1.0,6.0,9.0,5.0,8.0
05_Mix-of-Show,easy,all,28,4.0,2.0,2.0,2.0,4.0,5.0,4.0,2.0,5.0,5.0,2.0,3.0
05_Mix-of-Show,easy,all,30,5.0,2.0,2.0,8.0,4.0,5.0,4.0,6.0,7.0,4.0,5.0,6.0
05_Mix-of-Show,easy,all,36,3.0,2.0,2.0,1.0,5.0,6.0,6.0,1.0,6.0,4.0,1.0,5.0
05_Mix-of-Show,easy,all,38,4.0,3.0,2.0,4.0,3.0,5.0,4.0,1.0,4.0,3.0,2.0,4.0
05_Mix-of-Show,easy,all,47,3.0,2.0,1.0,3.0,6.0,5.0,9.0,1.0,6.0,6.0,1.0,9.0
05_Mix-of-Show,easy,simple,15,3.0,3.0,2.0,2.0,7.0,7.0,6.0,2.0,8.0,7.0,2.0,9.0
05_Mix-of-Show,easy,simple,24,3.0,4.0,2.0,5.0,7.0,7.0,6.0,1.0,9.0,8.0,2.0,7.0
05_Mix-of-Show,easy,simple,33,5.0,2.0,3.0,2.0,5.0,5.0,6.0,3.0,7.0,7.0,2.0,7.0
05_Mix-of-Show,easy,simple,42,6.0,3.0,3.0,2.0,6.0,6.0,4.0,2.0,8.0,4.0,6.0,7.0
05_Mix-of-Show,easy,simple,49,5.0,4.0,2.0,4.0,3.0,6.0,4.0,6.0,4.0,4.0,3.0,7.0
05_Mix-of-Show,easy,simple,51,3.0,1.0,1.0,2.0,4.0,6.0,4.0,5.0,2.0,4.0,1.0,5.0
05_Mix-of-Show,easy,simple,6,7.0,5.0,6.0,8.0,7.0,8.0,6.0,5.0,9.0,8.0,8.0,8.0
05_Mix-of-Show,easy,simple,9,3.0,3.0,4.0,3.0,5.0,7.0,4.0,2.0,8.0,5.0,3.0,8.0
05_Mix-of-Show,hard,action+background,11,1.0,1.0,1.0,1.0,5.0,4.0,1.0,4.0,7.0,5.0,2.0,4.0
05_Mix-of-Show,hard,action+background,15,1.0,1.0,1.0,3.0,3.0,4.0,1.0,1.0,4.0,4.0,1.0,5.0
05_Mix-of-Show,hard,action+background,24,2.0,2.0,1.0,2.0,4.0,5.0,2.0,1.0,2.0,4.0,1.0,3.0
05_Mix-of-Show,hard,action+background,34,4.0,3.0,1.0,3.0,5.0,6.0,6.0,3.0,5.0,4.0,1.0,7.0
05_Mix-of-Show,hard,action+background,6,1.0,2.0,1.0,1.0,5.0,5.0,4.0,3.0,9.0,5.0,2.0,7.0
05_Mix-of-Show,hard,action+background,63,3.0,2.0,2.0,3.0,3.0,5.0,1.0,1.0,3.0,5.0,2.0,4.0
05_Mix-of-Show,hard,action+background,87,3.0,2.0,4.0,2.0,2.0,6.0,4.0,6.0,5.0,5.0,1.0,6.0
05_Mix-of-Show,hard,action+background,91,4.0,3.0,1.0,1.0,3.0,6.0,5.0,3.0,8.0,4.0,2.0,5.0
05_Mix-of-Show,hard,action+expression,13,3.0,2.0,1.0,1.0,4.0,4.0,2.0,5.0,8.0,4.0,2.0,7.0
05_Mix-of-Show,hard,action+expression,16,2.0,2.0,1.0,2.0,3.0,4.0,2.0,1.0,3.0,4.0,1.0,2.0
05_Mix-of-Show,hard,action+expression,28,2.0,1.0,1.0,1.0,3.0,5.0,4.0,1.0,4.0,3.0,1.0,3.0
05_Mix-of-Show,hard,action+expression,4,3.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,5.0,1.0,3.0
05_Mix-of-Show,hard,action+expression,50,3.0,2.0,1.0,2.0,3.0,4.0,1.0,1.0,2.0,3.0,1.0,4.0
05_Mix-of-Show,hard,action+expression,69,2.0,2.0,2.0,1.0,4.0,4.0,2.0,1.0,4.0,4.0,1.0,3.0
05_Mix-of-Show,hard,action+expression,8,2.0,1.0,1.0,1.0,3.0,4.0,6.0,1.0,5.0,4.0,2.0,3.0
05_Mix-of-Show,hard,action+expression,84,2.0,1.0,1.0,3.0,3.0,6.0,1.0,1.0,3.0,4.0,2.0,6.0
05_Mix-of-Show,hard,action+layout,21,2.0,2.0,4.0,1.0,4.0,4.0,2.0,3.0,6.0,5.0,2.0,6.0
05_Mix-of-Show,hard,action+layout,26,3.0,1.0,2.0,3.0,5.0,4.0,1.0,2.0,3.0,4.0,1.0,4.0
05_Mix-of-Show,hard,action+layout,30,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0
05_Mix-of-Show,hard,action+layout,42,3.0,1.0,1.0,2.0,5.0,4.0,3.0,1.0,7.0,4.0,2.0,6.0
05_Mix-of-Show,hard,action+layout,45,2.0,1.0,1.0,1.0,5.0,4.0,4.0,2.0,5.0,5.0,1.0,4.0
05_Mix-of-Show,hard,action+layout,51,2.0,1.0,1.0,4.0,2.0,4.0,1.0,1.0,2.0,3.0,1.0,2.0
05_Mix-of-Show,hard,action+layout,59,4.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0,4.0,4.0,1.0,3.0
05_Mix-of-Show,hard,action+layout,70,2.0,2.0,1.0,1.0,3.0,5.0,4.0,1.0,3.0,4.0,1.0,4.0
05_Mix-of-Show,hard,all,17,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0
05_Mix-of-Show,hard,all,25,3.0,1.0,2.0,3.0,4.0,5.0,4.0,1.0,5.0,4.0,1.0,5.0
05_Mix-of-Show,hard,all,32,3.0,2.0,2.0,3.0,3.0,5.0,1.0,5.0,4.0,5.0,2.0,4.0
05_Mix-of-Show,hard,all,71,2.0,2.0,1.0,1.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0
05_Mix-of-Show,hard,all,72,2.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0
05_Mix-of-Show,hard,all,81,4.0,1.0,1.0,3.0,6.0,6.0,4.0,2.0,6.0,4.0,1.0,6.0
05_Mix-of-Show,hard,all,82,3.0,2.0,2.0,3.0,4.0,6.0,4.0,2.0,5.0,5.0,1.0,5.0
05_Mix-of-Show,hard,all,88,3.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,4.0,4.0,2.0,2.0
05_Mix-of-Show,hard,simple,1,2.0,1.0,1.0,1.0,3.0,4.0,6.0,1.0,3.0,3.0,1.0,2.0
05_Mix-of-Show,hard,simple,20,4.0,2.0,1.0,1.0,5.0,5.0,9.0,2.0,7.0,6.0,1.0,7.0
05_Mix-of-Show,hard,simple,40,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,5.0,2.0,1.0,3.0
05_Mix-of-Show,hard,simple,47,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,6.0,2.0,1.0,2.0
05_Mix-of-Show,hard,simple,58,3.0,2.0,2.0,3.0,4.0,6.0,5.0,2.0,6.0,5.0,2.0,4.0
05_Mix-of-Show,hard,simple,77,2.0,2.0,1.0,2.0,3.0,4.0,3.0,1.0,2.0,4.0,1.0,4.0
05_Mix-of-Show,hard,simple,79,3.0,1.0,1.0,3.0,3.0,5.0,1.0,2.0,6.0,4.0,2.0,5.0
05_Mix-of-Show,hard,simple,89,2.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,1.0,4.0
05_Mix-of-Show,medium,action+background,10,2.0,2.0,2.0,4.0,2.0,4.0,1.0,2.0,4.0,4.0,1.0,4.0
05_Mix-of-Show,medium,action+background,15,2.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,3.0,4.0,1.0,3.0
05_Mix-of-Show,medium,action+background,30,3.0,3.0,2.0,5.0,5.0,5.0,1.0,1.0,4.0,7.0,2.0,7.0
05_Mix-of-Show,medium,action+background,31,3.0,2.0,3.0,6.0,5.0,7.0,4.0,2.0,6.0,4.0,3.0,7.0
05_Mix-of-Show,medium,action+background,33,3.0,3.0,2.0,3.0,4.0,6.0,3.0,3.0,3.0,6.0,1.0,6.0
05_Mix-of-Show,medium,action+background,44,3.0,3.0,2.0,4.0,4.0,5.0,4.0,2.0,6.0,4.0,2.0,4.0
05_Mix-of-Show,medium,action+background,46,2.0,3.0,1.0,4.0,3.0,4.0,1.0,1.0,3.0,4.0,1.0,4.0
05_Mix-of-Show,medium,action+background,48,2.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0
05_Mix-of-Show,medium,action+expression,22,3.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,5.0,1.0,4.0
05_Mix-of-Show,medium,action+expression,29,2.0,2.0,1.0,4.0,4.0,5.0,4.0,1.0,2.0,4.0,1.0,6.0
05_Mix-of-Show,medium,action+expression,32,2.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0
05_Mix-of-Show,medium,action+expression,38,3.0,3.0,4.0,2.0,7.0,6.0,4.0,5.0,8.0,6.0,7.0,7.0
05_Mix-of-Show,medium,action+expression,4,5.0,3.0,3.0,7.0,5.0,7.0,6.0,4.0,9.0,8.0,5.0,7.0
05_Mix-of-Show,medium,action+expression,45,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0
05_Mix-of-Show,medium,action+expression,8,3.0,3.0,6.0,6.0,5.0,6.0,4.0,10.0,10.0,6.0,5.0,7.0
05_Mix-of-Show,medium,action+expression,9,2.0,2.0,1.0,3.0,3.0,4.0,2.0,1.0,2.0,4.0,1.0,3.0
05_Mix-of-Show,medium,action+layout,0,5.0,3.0,5.0,2.0,7.0,6.0,10.0,7.0,6.0,6.0,3.0,8.0
05_Mix-of-Show,medium,action+layout,14,2.0,2.0,1.0,3.0,3.0,4.0,1.0,1.0,4.0,3.0,1.0,4.0
05_Mix-of-Show,medium,action+layout,18,3.0,4.0,2.0,3.0,5.0,7.0,5.0,3.0,2.0,6.0,2.0,5.0
05_Mix-of-Show,medium,action+layout,19,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0
05_Mix-of-Show,medium,action+layout,40,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0
05_Mix-of-Show,medium,action+layout,47,2.0,3.0,1.0,4.0,2.0,5.0,2.0,1.0,6.0,4.0,2.0,6.0
05_Mix-of-Show,medium,action+layout,49,2.0,1.0,2.0,3.0,2.0,4.0,4.0,1.0,2.0,3.0,1.0,3.0
05_Mix-of-Show,medium,action+layout,7,4.0,3.0,3.0,4.0,5.0,5.0,6.0,2.0,5.0,5.0,3.0,6.0
05_Mix-of-Show,medium,all,1,5.0,3.0,2.0,6.0,5.0,8.0,2.0,6.0,10.0,8.0,5.0,5.0
05_Mix-of-Show,medium,all,11,2.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0
05_Mix-of-Show,medium,all,13,4.0,3.0,4.0,2.0,6.0,5.0,2.0,8.0,10.0,5.0,4.0,6.0
05_Mix-of-Show,medium,all,16,3.0,2.0,2.0,4.0,4.0,4.0,1.0,2.0,7.0,4.0,1.0,7.0
05_Mix-of-Show,medium,all,20,4.0,3.0,6.0,4.0,7.0,6.0,10.0,8.0,5.0,7.0,6.0,8.0
05_Mix-of-Show,medium,all,27,3.0,2.0,1.0,2.0,6.0,4.0,1.0,1.0,6.0,4.0,1.0,5.0
05_Mix-of-Show,medium,all,36,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0
05_Mix-of-Show,medium,all,51,2.0,1.0,1.0,1.0,4.0,6.0,4.0,1.0,3.0,4.0,3.0,8.0
05_Mix-of-Show,medium,simple,12,3.0,3.0,2.0,3.0,5.0,5.0,1.0,8.0,8.0,5.0,2.0,6.0
05_Mix-of-Show,medium,simple,23,2.0,3.0,1.0,4.0,3.0,4.0,1.0,1.0,2.0,4.0,1.0,4.0
05_Mix-of-Show,medium,simple,25,2.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,3.0,3.0,1.0,3.0
05_Mix-of-Show,medium,simple,28,2.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,3.0,1.0,3.0
05_Mix-of-Show,medium,simple,37,2.0,4.0,1.0,1.0,2.0,4.0,4.0,1.0,2.0,3.0,1.0,3.0
05_Mix-of-Show,medium,simple,39,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0
05_Mix-of-Show,medium,simple,42,2.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,3.0,3.0,1.0,2.0
05_Mix-of-Show,medium,simple,43,2.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,4.0,3.0,1.0,2.0
06_DreamBooth,easy,action+background,1,4.0,4.0,3.0,5.0,9.0,8.0,10.0,9.0,10.0,9.0,6.0,7.0
06_DreamBooth,easy,action+background,11,3.0,5.0,4.0,2.0,7.0,7.0,7.0,5.0,10.0,7.0,4.0,7.0
06_DreamBooth,easy,action+background,19,4.0,2.0,2.0,1.0,4.0,8.0,9.0,2.0,8.0,4.0,7.0,4.0
06_DreamBooth,easy,action+background,43,4.0,4.0,3.0,3.0,8.0,7.0,10.0,8.0,10.0,8.0,3.0,5.0
06_DreamBooth,easy,action+background,5,4.0,3.0,1.0,1.0,3.0,7.0,6.0,3.0,10.0,5.0,2.0,7.0
06_DreamBooth,easy,action+background,50,3.0,2.0,2.0,3.0,4.0,5.0,9.0,3.0,7.0,5.0,1.0,5.0
06_DreamBooth,easy,action+background,7,4.0,4.0,3.0,5.0,4.0,5.0,6.0,5.0,10.0,9.0,8.0,9.0
06_DreamBooth,easy,action+background,8,6.0,3.0,4.0,5.0,4.0,7.0,9.0,4.0,9.0,7.0,2.0,6.0
06_DreamBooth,easy,action+expression,0,7.0,4.0,2.0,7.0,5.0,9.0,8.0,5.0,10.0,8.0,5.0,9.0
06_DreamBooth,easy,action+expression,16,3.0,2.0,3.0,6.0,6.0,6.0,4.0,2.0,8.0,6.0,1.0,7.0
06_DreamBooth,easy,action+expression,18,3.0,2.0,1.0,1.0,3.0,5.0,6.0,1.0,6.0,5.0,1.0,6.0
06_DreamBooth,easy,action+expression,23,4.0,3.0,4.0,4.0,6.0,8.0,6.0,1.0,8.0,5.0,3.0,8.0
06_DreamBooth,easy,action+expression,29,2.0,3.0,1.0,2.0,3.0,7.0,6.0,3.0,6.0,8.0,2.0,6.0
06_DreamBooth,easy,action+expression,4,7.0,5.0,5.0,4.0,8.0,8.0,10.0,2.0,10.0,5.0,8.0,5.0
06_DreamBooth,easy,action+expression,44,3.0,2.0,2.0,3.0,4.0,5.0,7.0,1.0,4.0,6.0,1.0,5.0
06_DreamBooth,easy,action+expression,45,4.0,2.0,2.0,3.0,6.0,6.0,4.0,2.0,6.0,6.0,1.0,5.0
06_DreamBooth,easy,action+layout,21,3.0,2.0,3.0,3.0,4.0,5.0,4.0,1.0,2.0,4.0,1.0,4.0
06_DreamBooth,easy,action+layout,22,6.0,2.0,4.0,4.0,6.0,6.0,4.0,2.0,8.0,6.0,1.0,8.0
06_DreamBooth,easy,action+layout,27,3.0,3.0,2.0,2.0,4.0,7.0,9.0,1.0,8.0,6.0,4.0,5.0
06_DreamBooth,easy,action+layout,3,3.0,4.0,1.0,3.0,4.0,5.0,8.0,5.0,8.0,5.0,1.0,6.0
06_DreamBooth,easy,action+layout,32,3.0,3.0,3.0,1.0,4.0,6.0,8.0,6.0,9.0,5.0,7.0,9.0
06_DreamBooth,easy,action+layout,34,2.0,1.0,1.0,2.0,2.0,5.0,2.0,1.0,2.0,2.0,1.0,3.0
06_DreamBooth,easy,action+layout,37,6.0,4.0,3.0,2.0,5.0,6.0,4.0,1.0,7.0,5.0,2.0,5.0
06_DreamBooth,easy,action+layout,41,5.0,3.0,1.0,2.0,6.0,7.0,8.0,6.0,8.0,7.0,2.0,6.0
